Title,Review,Rating,Date
"Pretty, but rides up","I wanted to love these because they are so pretty and come in lots of colors, but after only a few minutes of wearing them, i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28, and ordered these in a m, but i guess they were still too small, which seems unreasonable to me. they are soft and pretty, but i will not be ordering more.",3,23/03/2018
Don't even know they are there!,"I bought these to have a pair between standard fair and sexy, but these are so comfortable and gorgeous i would wear them everyday! it doesn't even feel like i am wearing anything. love these!",5,20/07/2018
Great! but delicate,"These are great, the colors are a little different in real life. they are really great but i think they are a bit delicate and i hope they hold up.",4,10/10/2018
White/palm color is slightly see-through,"The suit is beautiful, however the white it is slightly see-through on the bottom front. even though it is slight, to me that is inappropriate...so i returned it. regarding sizing, i ordered a medium, i usually wear a size 6 (135lbs) and my body is evenly proportioned throughout. the medium was not tight at all but the back bottom region seemed cut just slightly less than ""full coverage"". i feel that i would be in-between sizes small and medium but did not try a small due to the slightly transpa",3,24/03/2018
"Beautiful fabric, no cup room","Got the coral reef color in a size medium. for reference, i say i am 5' 4"" because its easier than explaining that i am really 5' 3 and 3/4"", 138-140 lbs., 36c bra. size-wise, i am all over the place. recently i lost weight and have been buying smalls and mediums and anywhere from an 8 to a 12 from retailer. i so wanted to love this suit and am still in love with the fabric and colors. everything in the medium fit except for the bra cups. i am not especially big but there was zero cup room.",2,27/04/2018
Cute,"I'm 5'2.5"" and petite and had originally ordered s but decide that it was a bit large for me so i returned it and ordered the xs and it fit like a glove with breathing space. i love the conservative style. i can easily move around in it when i'm in the water with my baby. i don't have a large chest but i imagine this would great for big busted girls. it's lightly padded around the bust area. the skirt detail is very cute and the print is unique. i've already gotten compliments on it.",5,14/03/2018
Very flattering,"This was my first choice as one piece suit after having 2 babies, the minute i put it on i just loved how confortable it felt and very flattering in all the right places. the fabric is great. i'm 5'4 and 155 lb i ordered a 10 and it fits great.",5,05/05/2018
"Good quality, cute print but not flattering","Adorable suit, super cute print and great quality, but unfortunately not as flattering as other reviewers noted. i found that the white pattern accentuated the wrong areas and the ruffle feature was a bit over-the-top. the straps are also very thin and didn't offer too much support.",3,20/05/2018
"Very cute, very small","Despite other reviewers comments on size - i really wanted this one to work so i ordered it. i'm typically a size xs and d chest and instead i ordered a small. the body of the sit for well but the cups of the suit i'd said for more for a b. (if i lifted my arms i would literally come out of it) a final comment on this suit - it looked like there were these little sticky spots all over the suit like stickers had been removed. it was reticketed and it didn't really feel ""brand new"" when it arrived",3,23/07/2018
Too big in the chest,"I'm a 14 bottom and a 10/12 on top, so i'm curvy, which makes one-piece swimsuits hard to shop for. i ordered a m & l, and while the m overall fit me better, the cup size was still way too big on me. i'm a 34d, and i need another set of my 'girls' to fit into the cups. otherwise this swimsuit is so beautiful!",3,25/11/2018
Gorgeous suit with unique detailing,"I love this suit, and have gotten so many compliments on it. i weigh 106-108 lbs. and ordered a s. typically i order xs but am glad i went with the size up. the coloring is beautiful. the legs are high cut / flattering. the top has no padding, and shows a seamless result. highly recommend!",5,15/03/2018
Cups size too big!,"Loved the design and quality of this suit but the cups seemed huge. i weight 135lbs 5'6"" and wear a 34c. i bought a large in this suit because other reviews said it ran small (normally i wear a size medium) i did like how it fit everywhere expect the chest. i'm wondering if the medium will still be too large in the chest and hoping the rest would still fit okay. not sure i want to go through the hassle to exchange and it not fit again! it's so cute otherwise and would be perfect if you have a la",2,26/11/2018
Adorable! very flattering!,"This suit is better than i expected. i'm a large d cup and with this type of top style, i typically size up. i'm a 4 bottom but would normally would order a large top because this type of top runs small...not here. i ordered the large and, much to my suprise, it's too big. i'm sending back. i may order a small and medium just to be safe, but the cups are definitely not cut too small here. the bodice is very flattering with the black and white contrast. so pretty!",5,10/02/2018
